0.2513269782	0.9364065173
0.2756806314	0.9281952858
0.3026534915	0.9161372633
0.3179172277	0.9071444963
0.3204174936	0.9095124801
0.3605278134	0.9039582109
0.3695789874	0.8954463376
0.38948524	0.8664740927
0.3942497075	0.8806838037
0.43067801	0.8575381797
0.4213540256	0.8451356173
0.4491621554	0.8149883433
0.4533295333	0.8377682057
0.4830447137	0.826690152
0.4880239367	0.8219495018
0.5051794052	0.7922096841
0.5177801251	0.7882111968
0.5350167155	0.780053345
0.5456950068	0.7416971176
0.5392408967	0.7548151621
0.5703823566	0.7285420538
0.5773209929	0.7065132725
0.5731010437	0.7082849064
0.5989208817	0.7026281517
0.6104807854	0.671015768
0.6135861278	0.647753165
0.6119500399	0.6317912865
0.6316056252	0.6280012265
0.6338954568	0.6099918795
0.640904665	0.6238569145
0.6480062604	0.5875531527
0.6629784107	0.5692247477
0.6683151722	0.555517419
0.6809257269	0.5496041754
0.6708858013	0.5413151696
0.6932125688	0.5163641879
0.6932708025	0.5079607948
0.7064336538	0.4825584594
0.7121127248	0.4898368705
0.7035750747	0.4645557381
0.7161078453	0.4477621766
0.7141236067	0.3969101347
0.7049040198	0.4056868881
0.732711494	0.3792225923
0.7289903164	0.3533274751
0.7429608703	0.3614929728
0.7365146875	0.3335334199
0.7272486091	0.3093884423
0.7294172645	0.3031033301
0.7270880938	0.2803204449
0.728392601	0.2698192998
0.7188695669	0.2583433205
0.731980443	0.2338819688
0.7344370484	0.2186184814
0.7379487753	0.2124376635
0.736281693	0.2153354841
0.7213415504	0.1808544211
0.7117824554	0.1733062677
0.7281240821	0.1597307484
0.7194285989	0.1502217715
0.7149110436	0.1268078188
0.7148659825	0.1141664418
0.702234447	0.0910505952
0.6994708776	0.0744594528
0.6952658892	0.0723072052
0.7021535039	0.0524815937
0.6976985335	0.0534312848
0.6773787141	0.0203898968
0.6744974256	0.0108654735
0.6757094264	-0.0077465401
0.6660483479	-0.0234823025
0.6583739519	-0.0336394229
0.6591615081	-0.0473119054
0.649063468	-0.0484453466
0.6490219235	-0.0720517755
0.634626925	-0.0798994228
0.6258196235	-0.0981639001
0.6201403737	-0.1006297985
0.6192234755	-0.1227931629
0.6171811223	-0.1219926898
0.5956995487	-0.1312142075
